trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,0.0,0.0,9.090052955597424e-30,0.0003576995577636955
trial_a,agent,0.0,0.0,9.090052955597424e-30,0.0003576995577636955
trial_a,ramp,0.00044487039106776307,1.5053422951885751e-24,0.0,0.0
trial_b,physics,1.8387135605509895e-214,3.538775004469417e-217,9.67608086972861e-06,9.036741062680445e-06
trial_b,agent,1.8387135605509895e-214,3.538775004469417e-217,9.67608086972861e-06,9.036741062680445e-06
trial_b,ramp,1.2835371067887217e-05,1.3126128604887342e-05,3.6159462791717345e-215,6.288337778190283e-215
trial_c,physics,0.0003576995577636954,9.09005295559571e-30,0.0,0.0
trial_c,agent,0.0,0.0,1.5053422951883606e-24,0.00044487039106776307
trial_c,ramp,0.0,0.0,1.5053422951883606e-24,0.00044487039106776307
trial_d,physics,9.03674106268045e-06,9.676080869728664e-06,3.5387750044703215e-217,1.8387135605513275e-214
trial_d,agent,6.288337778191019e-215,3.6159462791717933e-215,1.3126128604887347e-05,1.283537106788721e-05
trial_d,ramp,6.288337778191019e-215,3.6159462791717933e-215,1.3126128604887347e-05,1.283537106788721e-05
