trial,element,model,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,stop_reason,would_keep,final_position
a,black_block,agent,0.05,0.0,-0.016480974277302347,0.0,0.0,0.0,settled,True,971.5155244438752
a,black_block,physics,0.05,0.0,-0.016480974277302347,0.0,0.0,0.0,settled,True,971.5155244438752
a,black_block,ramp,0.05,0.0,0.0,0.0,-0.030129721967288088,0.0,settled,True,309.79849524703553
a,black_block,agent,0.05,0.0,0.07194797796478851,0.0,0.0,0.0,settled,True,922.561184913936
a,black_block,physics,0.05,0.0,0.07194797796478851,0.0,0.0,0.0,settled,True,922.561184913936
a,black_block,ramp,0.05,0.0,0.0,0.0,-0.060676683455457084,0.0,settled,True,290.78142943825964
a,black_block,agent,0.05,0.0,0.0914990144381218,0.0,0.0,0.0,settled,True,911.4957548902561
a,black_block,physics,0.05,0.0,0.0914990144381218,0.0,0.0,0.0,settled,True,911.4957548902561
a,black_block,ramp,0.05,0.0,0.0,0.0,0.02975661709069338,0.0,settled,True,340.3481803608967
a,black_block,agent,0.05,0.0,-0.07201654520069953,0.0,0.0,0.0,settled,True,1027.8769194333254
a,black_block,physics,0.05,0.0,-0.07201654520069953,0.0,0.0,0.0,settled,True,1027.8769194333254
a,black_block,ramp,0.05,0.0,0.0,0.0,-0.01457916225177845,0.0,settled,True,319.72849760788773
a,black_block,agent,0.05,0.0,-0.004168043851472633,0.0,0.0,0.0,settled,True,961.5078982187135
a,black_block,physics,0.05,0.0,-0.004168043851472633,0.0,0.0,0.0,settled,True,961.5078982187135
a,black_block,ramp,0.05,0.0,0.0,0.0,0.03154566074645469,0.0,settled,True,341.0931169283285
a,black_block,agent,0.05,0.0,-0.004598190141024864,0.0,0.0,0.0,settled,True,961.8521578139458
a,black_block,physics,0.05,0.0,-0.004598190141024864,0.0,0.0,0.0,settled,True,961.8521578139458
a,black_block,ramp,0.05,0.0,0.0,0.0,-0.033218678621965377,0.0,settled,True,308.03477436658096
a,black_block,agent,0.05,0.0,0.0027120558616446962,0.0,0.0,0.0,settled,True,970.51066094372
a,black_block,physics,0.05,0.0,0.0027120558616446962,0.0,0.0,0.0,settled,True,970.51066094372
a,black_block,ramp,0.05,0.0,0.0,0.0,0.08235327608850035,0.0,settled,True,359.4320472201604
a,black_block,agent,0.05,0.0,0.08842254859033205,0.0,0.0,0.0,settled,True,913.014368103771
a,black_block,physics,0.05,0.0,0.08842254859033205,0.0,0.0,0.0,settled,True,913.014368103771
